Created,ID,Text
2022-04-10T08:56:51.000Z,1513078544599068675,"Każda okazja dobra, by przytulić coś z pieniędzy narodu. Czy stąd ""narodowcy""??? #KatoKomuna #narodnik #Dezinformacja #agentura #wojna https://t.co/Kk3WB64mMl"
2022-04-10T08:54:00.000Z,1513077826941067265,"Pozycje ukraińskie po intensywnych ostrzałach rosyjskiej artylerii w Ługańsku.
#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/jim6g8FXrw"
2022-04-10T08:53:11.000Z,1513077620883214339,Ukraińska armia spodziewa się rosyjskiej ofensywy pod Charkowem i w Donbasie [DZIEŃ 46. NA ŻYWO] #wojna  #Ukraina  #Rosja  #Donbas @WitoldGlowacki #okopress  https://t.co/6vDmd66Nig https://t.co/TiNjEn762N
2022-04-10T08:52:14.000Z,1513077382705553410,"Obwód Doniecki, Zugres, rosyjski Pancyr-S1
#Ukraine  #wojna #rosja #ukraina #rosjaukraina #WojnaWUkrainie #WarinUkraine #war #russia https://t.co/CmnoRqkWtG"
2022-04-10T08:45:55.000Z,1513075791906680835,"Warto jednak dodać, że ten badziew reklamował osobiście sam #Kaczyński...

#Dezinformacja #KatoKomuna #wojna #wojna2022 #BuchaMassacre #IPPTV https://t.co/OAJtDaoLfo"
2022-04-10T08:41:43.000Z,1513074737232109571,"Niemcy oficjalnie łżą jak psy , co za dwulicowe kurwy bez wstydu 
#Ukrainian
#ukraina
#niemcy
#wojna

https://t.co/t5XrBBKpvP https://t.co/PORetX0XAQ"
2022-04-10T08:41:23.000Z,1513074654721855488,"W #wojna #Ukraina  @derspiegel wraca do koncepcji #bronatomowadlaEuropy i rysuje 2 drogi porozumienie z Francją a razie jego fiaska pogłębioną współpraca chętnych (ja tu widzę porozumienie DE grupy nordycko skandynawskiej PL) za @jaceklepiarz @dw_polsk
https://t.co/bZbnDPqX2g"
2022-04-10T08:38:15.000Z,1513073864619794432,"Mam poczucie, że to była naprawdę wartościowa i potrzebna rozmowa, przybliżająca prawne meandry wojny powietrznej, w tym oceny bombardowań, naruszeń międzynarodowego prawa humanitarnego czy zbrodni wojennych.
Nie tylko o #wojna #agresja #Rosja #Ukraina.
Dzięki @MPiatkowski1! https://t.co/fBJibgFhfM"
2022-04-10T08:36:17.000Z,1513073370904113152,#Australia #pomoc #Ukraina #wojna https://t.co/6aH5cwY2EI
2022-04-10T08:33:48.000Z,1513072743742418946,"Rozmowa red. nacz. OM @TomaszLachowsk1 z dr. @MPiatkowski1, autorem książki: ""Wojna powietrzna a międzynarodowe prawo humanitarne"". 
O trwającej #wojna #agresja #Rosja z #Ukraina, a także #IIWŚ, #Korea, #Wietnam czy #Serbia.
#PrawoMiędzynarodowe #MPH 
https://t.co/orONRPLfMT https://t.co/iXWdXIM8B7"
2022-04-10T08:30:13.000Z,1513071841279193089,"Zełenski: Ukraina nie ma wyjścia, musi negocjować z Rosją
#LegaArtis #legaartis #OperacjaMilitarna #polska #putin #rosja #Ukraina #wojna #WołodymyrZełenski
https://t.co/DdUv6bIZJB"
2022-04-10T08:30:03.000Z,1513071800514715648,"2 sygnału, że ktoś złamał Twoje prawo ,,nietykalności mieszkania”
👉nieproszony człowiek wszedł do Twojego domu 
👉Twój pracownik nie chce opuścić biura
#wojna #hejt #prawo"
2022-04-10T08:29:24.000Z,1513071638748741633,12 lat już to wisi nad krajem. #polska #polskabe #tojebnie #kaczynski #smolensk #wojna #rocznica #10kwietnia #rysowanie #komiks #wawel #grobing #pis #katastrofa https://t.co/XQ9rQ9Bvbf
